,term,entity_id,text_1,text_2,text_3,text_4,text_5
152,gekleurd,odwn-10-102064931-n,serpentine,rolletje gekleurd papier om te gooien,"['met serpentines gooien', 'de serpentines hangen [aan de lampen]']",['serpentine'],['rolletje gekleurd papier om te gooien']
154,gekleurde,streep-n-2,streep,smalle strook,"['Het vliegtuig liet witte strepen achter in de lucht.', 'Donker haar met blonde strepen.', 'Een trui met gekleurde strepen.', 'Een streep licht viel door een kier naar binnen.']",[],[]
155,gekleurde,odwn-10-100117009-n,bril,opening in een seinarm waarin een gekleurde ruit geplaatst kan worden,['Er zit een oranje plaat in de bril van seinarm.'],['bril'],['opening in een seinarm waarin een gekleurde ruit geplaatst kan worden']
157,gekleurde,odwn-10-106133313-n,vaan,gekleurde doek als symbool,[],['vaan'],['gekleurde doek als symbool']
159,gekleurde,odwn-10-106678037-n,regenboogvlies,gekleurde vlies met pupil in het oog,[],['regenboogvlies'],['gekleurde vlies met pupil in het oog']
161,gekleurde,eng-30-04589745-n,ruitje,klein stuk glas dat in een venster is geplaatst,['Er zitten drie gekleurde ruitjes in hun voordeur.'],"['vensterglas', 'ruit', 'ruitje', 'vensterruit']","['plaat glas', 'klein stuk glas dat in een venster is geplaatst']"
162,gekleurde,odwn-10-106230318-n,iris,gekleurde deel v.d. oogbol,['zij heeft prachtige groene irissen'],['iris'],['gekleurde deel v.d. oogbol']
164,gekleurde,eng-30-08271042-n,gaswolk,wolk van gas,"['een verstikkende gaswolk', 'raketten die gekleurde gaswolken uitstoten', 'een gekleurde gaswolk']","['waar gehakt wordt vallen spaanders', 'gaswolk', 'nevel', 'sterrenstelsel']","['wolk van gas', 'wolken in heelal', 'alle sterren in het heelal']"
166,halfbloed,eng-30-10157549-n,halfbloed,persoon van gemengde afkomst,[],"['halfbloed', 'kleurling']","['persoon van gemengde afkomst', 'kind van verschillende rassen']"
167,halfbloed,eng-30-10157378-n,halfbloed,,[],"['halfbloed', 'kleurling']",[]
168,halfbloed,eng-30-01327322-n,halfbloed,,[],"['kruis', 'kruising', 'hybride', 'halfbloed']",[]
169,halfbloed,eng-30-09638454-n,halfbloed,,[],"['mulattin', 'halfbloed', 'mulat']",[]
170,handicap,eng-30-14052403-n,handicap,fysieke of mentale invaliditeit,"['een lichamelijke/verstandelijke handicap', 'door zijn handicap moet hij in een rolstoel zitten', 'wij organiseren actieve zeilvakanties voor mensen met een handicap', 'met een handicap', 'een zware handicap', 'een lichte handicap']","['aandoening', 'affectie', 'gebrek', 'gebrekkigheid', 'handicap', 'ongemak']","['ziekte aan een bepaald lichaamsdeel', 'onvolkomenheid', 'fysieke of mentale invaliditeit', 'iets dat last geeft']"
177,handicap,eng-30-10158756-n,gehandicapte,iemand met een handicap,"['een instelling voor geestelijk gehandicapten', 'de integratie van gehandicapten', 'voorzieningen voor gehandicapten', 'lichamelijk/geestelijk gehandicapte', '[zwaar/licht] gehandicapten']",['gehandicapte'],['iemand met een handicap']
179,handicap,odwn-10-107547362-n,invaliditeit,het hebben v.e. lichamelijke handicap,"['veel mensen zijn arbeidsongeschikt als gevolg van ziekte of invaliditeit', 'blijvende invaliditeit']",['invaliditeit'],['het hebben v.e. lichamelijke handicap']
181,handicap,eng-30-14548343-n,handicap,,[],"['lichaamsgebrek', 'gebrek', 'handicap', 'onbekwaamheid', 'arbeidsongeschiktheid', 'invaliditeit']",['het door ziekte niet meer kunnen werken']
182,handicap,odwn-10-101168606-n,handicap,,[],"['gebrekkigheid', 'handicap', 'ongemak']",[]
183,handicap,eng-30-05689249-n,handicap,"belemmering, barrière",['geldgebrek is de grootste handicap voor gehandicapte sporters'],"['barrière', 'belemmering', 'beletsel', 'drempel', 'handicap', 'hindernis', 'hinderpaal', 'hobbel', 'obstakel', 'rem', 'struikelblok', 'struikelsteen', 'verhindering']","['belemmering', 'hindernis', 'bezwaar', 'onwenselijke omstandigheid', 'belemmering, hindernis', 'belemmering, barrière', 'iets dat in de weg staat', 'iets dat je hindert je doel te bereiken', 'probleem', 'hindernis', 'iets dat belemmert', 'belemmering', 'het verhinderen/verhinderd zijn']"
185,handicap,odwn-10-108706678-v,accepteren,als onvermijdelijk aanvaarden,"['een fysieke handicap is moeilijk te accepteren', 'je moet accepteren dat je ouder wordt', 'accepteren dat ...', 'ik kan jouw grove taal niet accepteren', 'grove taal (niet) accepteren']","['aanvaarden', 'accepteren', 'nemen', 'pikken', 'slikken', 'vreten']","['iets accepteren, ergens mee akkoord gaan', 'als onvermijdelijk aanvaarden', 'aanvaarden', 'niet opkomen tegen', 'goedvinden']"
186,handicap,handicap-n-3,handicap,gegeven achterstand bij een wedstrijd,[],[],[]
187,handicaps,eng-30-00849080-v,spotten,belachelijk maken,"['in de voorstelling spotten de acteurs met onze dagelijkse vooroordelen', 'spotten met [vooroordelen/uiterlijkheden/handicaps]', 'daar moet je niet mee spotten', 'spot er maar mee!', 'daarmee valt niet te spotten']",['spotten'],['belachelijk maken']
188,hermafrodiet,odwn-10-108184026-n,hermafrodiet,tweeslachtig wezen,[],['hermafrodiet'],['tweeslachtig wezen']
189,hermafrodiet,eng-30-10172080-n,hermafrodiet,,[],['hermafrodiet'],[]
190,homo,eng-30-10076033-n,flikker,homo,['vuile flikker!'],"['Utrechtenaar', 'flikker', 'holtor', 'mietje', 'nicht', 'poot', 'reetkever']","['homo', 'homoseksuele man', 'homoseksueel', 'homofiel']"
192,homo,eng-30-10182913-n,homo,homoseksueel persoon,"[""de wet staat nog geen huwelijken toe tussen homo's"", ""de president wil een einde maken aan het weren van homo's uit het leger"", ""homo's en lesbo's""]","['homoseksuele', 'sodemiet', 'sodemieter', 'reetkever', 'poot', 'holtor', 'geïnverteerde', 'gay', 'flikker', 'bruinwerker', 'mietje', 'nicht', 'homo', 'homofiel', 'homoseksueel']","['homoseksueel persoon', 'homoseksueel persoon', 'homofiel persoon']"
196,homo,odwn-10-109472945-n,emancipatie,toekenning van gelijke rechten,"['de emancipatie van de slaven in de 19e eeuw', ""de emancipatie van de vrouw/ouderen/homo's""]",['emancipatie'],['toekenning van gelijke rechten']
197,homo,eng-30-10254965-n,lesbienne,lesbische vrouw,"[""homo's en lesbiennes""]","['lesbienne', 'lesbo', 'pot', 'schuurmeid', 'tribade']","['lesbische vrouw', 'lesbische vrouw', 'lesbische vrouw']"
199,homo,homo-n-2,homo,mens,['homo sapiens'],[],[]
201,homo,eng-30-10173895-n,hetero,heteroseksueel persoon,"[""de Roze Panter is ook voor hetero's wel een leuke discotheek"", ""zowel hetero's als homo's worden geconfronteerd met de noodzaak tot safe sex""]","['hetero', 'heterofiel', 'heteroseksueel']","['heteroseksueel persoon', 'heteroseksueel persoon', 'heterofiel persoon']"
202,homo,odwn-10-105972128-n,homobeweging,beweging van homo's,[],['homobeweging'],"[""beweging van homo's""]"
204,homo's,eng-30-10182913-n,homo,homoseksueel persoon,"[""de wet staat nog geen huwelijken toe tussen homo's"", ""de president wil een einde maken aan het weren van homo's uit het leger"", ""homo's en lesbo's""]","['homoseksuele', 'sodemiet', 'sodemieter', 'reetkever', 'poot', 'holtor', 'geïnverteerde', 'gay', 'flikker', 'bruinwerker', 'mietje', 'nicht', 'homo', 'homofiel', 'homoseksueel']","['homoseksueel persoon', 'homoseksueel persoon', 'homofiel persoon']"
207,homo's,eng-30-10254965-n,lesbienne,lesbische vrouw,"[""homo's en lesbiennes""]","['lesbienne', 'lesbo', 'pot', 'schuurmeid', 'tribade']","['lesbische vrouw', 'lesbische vrouw', 'lesbische vrouw']"
209,homo's,eng-30-10173895-n,hetero,heteroseksueel persoon,"[""de Roze Panter is ook voor hetero's wel een leuke discotheek"", ""zowel hetero's als homo's worden geconfronteerd met de noodzaak tot safe sex""]","['hetero', 'heterofiel', 'heteroseksueel']","['heteroseksueel persoon', 'heteroseksueel persoon', 'heterofiel persoon']"
210,homo's,odwn-10-105972128-n,homobeweging,beweging van homo's,[],['homobeweging'],"[""beweging van homo's""]"
212,homo's,odwn-10-109472945-n,emancipatie,toekenning van gelijke rechten,"['de emancipatie van de slaven in de 19e eeuw', ""de emancipatie van de vrouw/ouderen/homo's""]",['emancipatie'],['toekenning van gelijke rechten']
213,homoseksualiteit,eng-30-00856847-n,homoseksualiteit,,[],"['homoseksualiteit', 'sodomie']","['seksuele geaardheid v.e. homofiel', 'tegennatuurlijk seksueel gedrag']"
214,homoseksualiteit,eng-30-00858060-n,homoseksualiteit,,[],"['bestialiteit', 'homofilie', 'homoseksualiteit', 'zoöfilie']",['seksuele geaardheid v.e. homofiel']
215,homoseksueel,eng-30-10182913-n,homoseksueel,homofiel persoon,[],"['homoseksuele', 'sodemiet', 'sodemieter', 'reetkever', 'poot', 'holtor', 'geïnverteerde', 'gay', 'flikker', 'bruinwerker', 'mietje', 'nicht', 'homo', 'homofiel', 'homoseksueel']","['homoseksueel persoon', 'homoseksueel persoon', 'homofiel persoon']"
220,homoseksueel,eng-30-10076033-n,nicht,homoseksueel,[],"['Utrechtenaar', 'flikker', 'holtor', 'mietje', 'nicht', 'poot', 'reetkever']","['homo', 'homoseksuele man', 'homoseksueel', 'homofiel']"
222,homoseksueel,eng-30-00844254-n,geslachtsverkeer,seksuele betrekkingen tussen mensen,"['heteroseksueel/homoseksueel geslachtsverkeer', 'geslachtsverkeer met jonge kinderen is strafbaar in Nederland', 'geslachtsverkeer met jonge kinderen']","['sex', 'bijslaap', 'cohabitatie', 'copulatie', 'coïtus', 'gemeenschap', 'geslachtsdaad', 'geslachtsgemeenschap', 'geslachtsverkeer', 'liefdesdaad', 'lijfsgemeenschap', 'minnespel', 'neukpartij', 'nummertje', 'seks', 'wip', 'wippertje']","['coïtus', 'geslachtsgemeenschap', 'paring', 'geslachtsgemeenschap', 'omgang met iemand', 'het paren', 'seksuele betrekkingen tussen mensen', 'geslachtsgemeenschap', 'seksuele omgang', 'seks']"
223,homoseksuele,eng-30-10182913-n,homoseksuele,,[],"['homoseksuele', 'sodemiet', 'sodemieter', 'reetkever', 'poot', 'holtor', 'geïnverteerde', 'gay', 'flikker', 'bruinwerker', 'mietje', 'nicht', 'homo', 'homofiel', 'homoseksueel']","['homoseksueel persoon', 'homoseksueel persoon', 'homofiel persoon']"
224,homoseksuele,eng-30-10076033-n,mietje,homoseksuele man,[],"['Utrechtenaar', 'flikker', 'holtor', 'mietje', 'nicht', 'poot', 'reetkever']","['homo', 'homoseksuele man', 'homoseksueel', 'homofiel']"
226,homoseksuele,eng-30-04623113-n,geaardheid,persoonlijke aard,"['iemands persoonlijke/fundamentele geaardheid', 'uitkomen voor zijn geaardheid', 'seksuele geaardheid', 'homoseksuele geaardheid']","['aard', 'geaardheid', 'gestel', 'inborst', 'karakter', 'natuur', 'wezen']","['geheel van onderliggende eigenschappen', 'persoonlijke aard', 'algemene gemoedstoestand', 'karakter', 'persoonlijkheid', 'eigenschappen van levende wezens', 'aard']"
227,homoseksuelen,odwn-10-109248619-n,COC,vereniging voor homoseksuelen,[],['COC'],['vereniging voor homoseksuelen']
229,homoseksuelen,nichtenbar-n-1,nichtenbar,bar waar homoseksuelen komen,[],[],[]
230,inboorling,odwn-10-106171034-n,inboorling,oorspronkelijke bewoner v.e. land,['dr. Livingstone bezocht de inboorlingen in de jungle van Afrika'],['inboorling'],['oorspronkelijke bewoner v.e. land']
231,inboorling,odwn-10-103586613-n,inboorling,,[],['inboorling'],[]
232,inboorlingen,odwn-10-106171034-n,inboorling,oorspronkelijke bewoner v.e. land,['dr. Livingstone bezocht de inboorlingen in de jungle van Afrika'],['inboorling'],['oorspronkelijke bewoner v.e. land']
233,indiaan,odwn-10-100513750-n,mesties,kruising v.e. blanke en een indiaan,[],['mesties'],['kruising v.e. blanke en een indiaan']
235,indiaan,odwn-10-106518418-n,Indiaan,inwoner Amerika,[],['Indiaan'],['inwoner Amerika']
236,indiaan,odwn-10-104131755-v,afschieten,afvuren,"['een pijl/kogel afschieten', 'de verbolgen indiaan schoot zijn pijlen op de sheriff af', 'een pijl afschieten op iemand', 'hij liet de kanonnen een voor een afschieten', 'een kanon/geweer/pistool afschieten']",['afschieten'],['afvuren']
237,indiaan,odwn-10-103205786-n,roodhuid,Indiaan,[],['roodhuid'],['Indiaan']
239,indiaan,odwn-10-108090338-n,Azteek,Mexicaanse Indiaan,[],['Azteek'],['Mexicaanse Indiaan']
241,indiaans,eng-30-06906439-n,Indiaans,,[],['Indiaans'],[]
242,indianen,eng-30-02503803-v,verbannen,uit een gebied voorgoed wegsturen,"['dissidenten naar Siberië verbannen', 'indianen uit hun woongebieden verbannen']","['bannen', 'verbannen']","['in de ban doen', 'uit een gebied voorgoed wegsturen']"
243,indianen,odwn-10-104880448-v,scalperen,van de schedelhuid ontdoen,"['volgens de overleveringen zouden de indianen doorgaans hun vijanden scalperen', 'vijanden scalperen']",['scalperen'],['van de schedelhuid ontdoen']
244,indianen,handeldrijven-v-1,handeldrijven,koopmanszaken doen,['handeldrijven met [het Westen/Kenia/de indianen]'],[],[]
245,indianen,eng-30-02635659-v,nalaten,teken of indruk achterlaten,"['een goede indruk nalaten', 'haar tweejarige verblijf bij de Indianen heeft diepe sporen nagelaten', '(diepe) sporen nalaten', 'het landijs heeft diepe sporen in het landschap nagelaten', 'diepe sporen nalaten']","['achterlaten', 'nalaten']","['als blijk van iets achter doen blijven', 'teken of indruk achterlaten']"
246,indianen,odwn-10-107563512-v,bekeren,tot een overtuiging brengen,['de indianen bekeren'],['bekeren'],['tot een overtuiging brengen']
247,indianen,eng-30-04458633-n,totempaal,aan goden gewijde paal,['de indianen bonden het slachtoffer aan de totempaal vast'],['totempaal'],['aan goden gewijde paal']
248,indianen,odwn-10-101961229-n,indianenverhaal,verhaal over indianen,"['als kleine jongen las hij graag indianenverhalen', 'indianenverhalen lezen']",['indianenverhaal'],['verhaal over indianen']
250,indianen,odwn-10-102987666-v,bewonen,wonen in of op,"['een huis/boerderij/hoeve bewonen', 'dat gebied werd vroeger bewoond door indianen', 'een gebied bewonen']",['bewonen'],['wonen in of op']
251,indianen,odwn-10-105809840-n,wigwam,tent (zoals) v.d. Indianen,['met tal van wigwams werd het een compleet indianenfeest'],['wigwam'],['tent (zoals) v.d. Indianen']
253,indisch,tumtum-n-2,tumtum,West-Indisch gerecht,[],[],[]
254,indisch,eng-30-08673039-n,kampong,Indisch dorp,['in de kampong'],['kampong'],['Indisch dorp']
256,indisch,variant-n-2,variant,"mogelijke oplossing bij schaken, dammen","['beiden speelden voorzichtig in een variant van de Franse verdediging', ""Timman speelde een variant van ['het Spaans'/'de Siciliaan'/'het Konings-Indisch']""]",[],[]
257,indisch,eng-30-10505732-n,radja,bepaald Indisch vorst,[],['radja'],['bepaald Indisch vorst']
259,indisch,odwn-10-105583292-n,kroepoek,Indisch bijgerecht o.a. van garnalen,['een portie kroepoek [bestellen]'],['kroepoek'],['Indisch bijgerecht o.a. van garnalen']
261,indisch,geel-n-2,geel,bepaalde kleurstof,"['een potje geel', 'het geel is op', 'Indisch geel']",[],[]
262,indische,eng-30-08058098-n,compagnie,handelsvennootschap,"['in compagnie handelen', 'Verenigde Oost-Indische Compagnie']","['compagnie', 'firma', 'onderneming', 'vennootschap']","['handelsvennootschap', 'commercieel bedrijf']"
263,indische,eng-30-07557434-n,gerecht,voedsel bereid voor één gang,"['Chinese/Indische/Franse gerechten', 'een gerecht klaarmaken/opdienen', 'exotische gerechten']","['gerecht', 'schotel']","['voedsel bereid voor één gang', 'gerecht']"
265,indische,odwn-10-101655623-n,beo,Indische vogel,[],['beo'],['Indische vogel']
267,indische,eng-30-02503517-n,olifant,groot grijs zoogdier met slagtanden,"['de Indische/Aziatische olifant', 'de Afrikaanse olifant']","['dikhuid', 'jumbo', 'olifant']","['olifant', 'groot grijs zoogdier met slagtanden']"
268,indische,eng-30-14917635-n,inkt,vloeistof o.a. om mee te schrijven,"['met inkt schrijven', 'Oost-Indische inkt', 'zij had haar postcode met onzichtbare inkt op haar bezittingen geschreven', 'onzichtbare inkt', 'Chinese inkt', 'een pot inkt']",['inkt'],['vloeistof o.a. om mee te schrijven']
269,indische,eng-30-12401684-n,vijgenboom,tropische boomsoort,['de Indische/wilde vijgenboom'],"['vijg', 'vijgeboom', 'vijgenboom']","['vijgenboom', 'tropische boomsoort']"
270,indo,odwn-10-104600207-n,Iraans,Indo-Germaanse taalfamilie,[],['Iraans'],['Indo-Germaanse taalfamilie']
272,inheemse,odwn-10-102422747-n,vissoort,soorten van vis,"['in de Noordzee leven tweehonderdvierentwintig vissoorten', 'inheemse/uitheemse/exotische vissoorten']",['vissoort'],['soorten van vis']
273,inheemse,odwn-10-109739636-n,plant,organisme met bladeren,['inheemse/uitheemse planten'],['plant'],['organisme met bladeren']
274,inheemse,eng-30-12268246-n,eik,bepaalde inheemse boom,['een eeuwenoude eik'],"['eik', 'eikeboom', 'eikenboom']",['bepaalde inheemse boom']
276,inheemse,odwn-10-107295694-n,landwijn,jonge inheemse wijn,['witte/rode landwijn'],['landwijn'],['jonge inheemse wijn']
278,inlander,odwn-10-104714918-n,inlander,oorspronkelijke bewoner v.e. land,['de tropenbossen bieden huisvesting aan miljoenen inlanders'],['inlander'],['oorspronkelijke bewoner v.e. land']
279,inlanders,odwn-10-104714918-n,inlander,oorspronkelijke bewoner v.e. land,['de tropenbossen bieden huisvesting aan miljoenen inlanders'],['inlander'],['oorspronkelijke bewoner v.e. land']
280,inuit,Inuit-n-1,Inuit,inwoner Groenland,[],[],[]
281,islamiet,odwn-10-100569798-n,islamiet,aanhanger v.d. islam,[],['islamiet'],['aanhanger v.d. islam']
282,islamiet,moslimfundamentalist-n-1,moslimfundamentalist,orthodoxe islamiet,[],[],[]
283,islamieten,eng-30-01189427-v,vasten,niet eten en drinken,['tijdens de Ramadan vasten de islamieten'],['vasten'],['niet eten en drinken']
284,jap,odwn-10-103201483-n,Jap,Japanner,[],['Jap'],['Japanner']
285,jappenkamp,jappenkamp-n-1,jappenkamp,concentratiekamp van Japanners,['in een Jappenkamp'],[],[]
287,jappenkampen,troostmeisje-n-1,troostmeisje,prostituee in Jappenkampen,['de zogeheten troostmeisjes werden gedwongen tot seksueel contact met Japanse soldaten'],[],[]
288,kaffer,eng-30-10410815-n,kaffer,lomperik,['Wat een kaffer is dat!'],"['primitieveling', 'barbaar', 'boer', 'boerenhufter', 'boerenkaffer', 'boerenkarhengst', 'boerenkinkel', 'boerenlul', 'boerenpummel', 'botterik', 'grobbejanus', 'heikneuter', 'hork', 'hufter', 'kaffer', 'kinkel', 'lomperd', 'lomperik', 'palurk', 'plebejer', 'plomperd', 'proleet', 'pummel', 'raudauwer', 'rouwdouw', 'rouwdouwer', 'vlegel', 'woudezel']","['iemand zonder manieren', 'pummel', 'stommeling', 'lomperd', 'lomperik', 'pummel', 'onbeschoft persoon', 'lomperik', 'botterik', 'zeer onbeleefd iemand', 'onhandig iemand', 'prehistorische mens', 'onbeschoft iemand', 'onbeschaafd iemand', 'onbeschaafd iemand', 'onbeschoft iemand']"
290,kaffer,odwn-10-100082478-n,kaffer,bantoeneger,[],['kaffer'],['bantoeneger']
291,kaukasische,Kaukasische-n-1,Kaukasische,inwoonster Kaukasus,[],[],[]
292,knecht,eng-30-09815790-n,knecht,helper,['In de Tour werd Indurain door zijn knechten in zijn ploeg geholpen'],"['assistent', 'helper', 'hulp', 'dienstknecht', 'knecht', 'waterdrager']","['dienaar', 'helper', 'iemand die een ander helpt']"
293,knecht,eng-30-10292192-n,knecht,,[],['knecht'],[]
294,knecht,odwn-10-109860771-n,bakkersknecht,knecht,[],['bakkersknecht'],['knecht']
296,knecht,eng-30-10506544-n,boerenknecht,knecht van boer,[],['boerenknecht'],['knecht van boer']
298,knecht,slagersknecht-n-1,slagersknecht,knecht v.d. slager,[],[],[]
299,knecht,eng-30-10308938-n,knecht,,[],"['knecht', 'meid', 'assepoes', 'assepoester']",[]
300,knecht,Zwarte Piet-n-1,Zwarte Piet,knecht van Sinterklaas,['De Zwarte Pieten dansen op de tafel en strooien snoepgoed'],[],[]
301,knechten,eng-30-09815790-n,knecht,helper,['In de Tour werd Indurain door zijn knechten in zijn ploeg geholpen'],"['assistent', 'helper', 'hulp', 'dienstknecht', 'knecht', 'waterdrager']","['dienaar', 'helper', 'iemand die een ander helpt']"
302,knechten,eng-30-02496816-v,knechten,onderdrukken,"['sommige graven waren ware potentaten, die de bevolking in hun graafschap met harde hand knechtten', 'de bevolking knechten']","['bedwingen', 'kleinkrijgen', 'knechten', 'onderwerpen']","['beteugelen', 'intimideren', 'onderdrukken', 'onder je gezag brengen']"
304,koelie,eng-30-10035809-n,koelie,,[],"['grondwerker', 'koelie', 'loonslaaf']",['iemand die werkt tegen betaling']
305,koelie,odwn-10-101160806-n,koelie,bediende zoals in de tropen,[],['koelie'],['bediende zoals in de tropen']
306,koelie,eng-30-09642917-n,koelie,,[],['koelie'],[]
307,koppensneller,eng-30-10163452-n,koppensneller,,[],['koppensneller'],[]
308,koppensneller,eng-30-10163593-n,koppensneller,,[],"['headhunter', 'koppensneller']",['iemand die sollicitanten zoekt']
309,lilliputter,eng-30-10040344-n,lilliputter,iemand met zeer korte armen en benen,[],"['dwerg-', 'mini-', 'dwerg', 'lilliputter']","['in de groei belemmerd persoon', 'iemand met zeer korte armen en benen']"
310,madras,eng-30-08904392-n,Madras,,[],"['Chennai', 'Madras']",[]
311,medicijnman,eng-30-10626439-n,medicijnman,dokter bij natuurvolken,[],['medicijnman'],['dokter bij natuurvolken']
312,mesties,odwn-10-100513750-n,mesties,kruising v.e. blanke en een indiaan,[],['mesties'],['kruising v.e. blanke en een indiaan']
313,mohammedaan,odwn-10-107525787-n,mohammedaan,aanhanger v.d. islam,[],['mohammedaan'],['aanhanger v.d. islam']
314,mohammedaan,moslimvrouw-n-1,moslimvrouw,vrouwelijke mohammedaan,[],[],[]
315,mohammedaan,odwn-10-107075238-n,muzelman,mohammedaan,[],['muzelman'],['mohammedaan']
317,mohammedanen,eng-30-03788195-n,moskee,kerk v.d. mohammedanen,[],"['mesigit', 'missigit', 'moskee']",['kerk v.d. mohammedanen']
319,mongool,eng-30-10197525-n,mongool,,[],"['kretijn', 'mogool', 'mongool', 'cretin', 'debiel', 'geesteszieke', 'gek', 'gestoorde', 'idioot', 'imbeciel', 'krankzinnige', 'waanzinnige']","['verstandelijke gehandicapte', 'vrouwelijke fanaat', 'krankzinnige', 'geestelijk gehandicapte', 'zwakzinnige', 'iemand die gek is']"
320,mongool,odwn-10-107179852-n,mongool,iemand met het Downsyndroom,[],['mongool'],['iemand met het Downsyndroom']
321,mongool,eng-30-09644152-n,Mongool,,[],"['Mongool', 'Mongoolse']",[]
322,mongool,eng-30-03087909-a,mongoloïde,(als) van een Mongool,[],['mongoloïde'],[]
323,mongools,odwn-10-106363474-n,Mongools,Mongoolse taal,[],['Mongools'],['Mongoolse taal']
324,mongools,eng-30-06928839-n,Mongools,,[],['Mongools'],[]
325,moor,odwn-10-102610292-n,Moor,Noordafrikaanse moslim,['De Moren veroverden Corsica in de negende eeuw.'],['Moor'],['Noordafrikaanse moslim']
326,moor,eng-30-09638009-n,moor,iemand met een donkere huidskleur,[],"['moor', 'neger', 'negerin', 'nikker', 'roetmop', 'zwarte']","['iemand met een donkere huidskleur', 'iemand met donkere huidskleur', 'vrouw met donkere huidskleur', 'neger', 'neger of vies persoon', 'duivel']"
327,moor,eng-30-09636339-n,moor,,[],"['moor', 'neger', 'negerin', 'nikker', 'roetmop', 'zwarte']",[]
328,moor,odwn-10-105801592-n,moor,dier dat helemaal zwart is,[],['moor'],['dier dat helemaal zwart is']
329,moor,eng-30-09723361-n,Moor,,[],['Moor'],[]
330,moors,eng-30-03088220-a,Moors,,[],['Moors'],[]
331,moren,odwn-10-102610292-n,Moor,Noordafrikaanse moslim,['De Moren veroverden Corsica in de negende eeuw.'],['Moor'],['Noordafrikaanse moslim']
332,mulat,odwn-10-106536961-n,mulat,kind van één blanke en één zwarte ouder,[],['mulat'],['kind van één blanke en één zwarte ouder']
333,mulat,eng-30-09638454-n,mulat,,[],"['mulattin', 'halfbloed', 'mulat']",[]
334,neger,eng-30-09638009-n,neger,iemand met donkere huidskleur,[],"['moor', 'neger', 'negerin', 'nikker', 'roetmop', 'zwarte']","['iemand met een donkere huidskleur', 'iemand met donkere huidskleur', 'vrouw met donkere huidskleur', 'neger', 'neger of vies persoon', 'duivel']"
339,neger,eng-30-09636339-n,neger,,[],"['moor', 'neger', 'negerin', 'nikker', 'roetmop', 'zwarte']",[]
340,negers,spiritual-n-1,spiritual,geestelijk lied van negers,[],[],[]
341,negers,eng-30-06201908-n,vooroordeel,ongegronde (negatieve) mening,"['het vooroordeel dat [negers van feesten houden]', 'zonder vooroordelen', 'een vooroordeel hebben', 'de meeste mensen ontkennen dat ze vooroordelen over buitenlanders hebben', 'vooroordelen over [vreemdelingen/buitenlanders]']","['bevooroordelen', 'neiging', 'partijdigheid', 'partijschap', 'vooroordeel']","['vooringenomenheid', 'partijdigheid', 'ongegronde (negatieve) mening']"
342,negers,odwn-10-106512680-n,soulmuziek,muzieksoort ontstaan bij negers,[],['soulmuziek'],['muzieksoort ontstaan bij negers']
344,negers,odwn-10-101064198-n,soul,muzieksoort ontstaan bij negers,[],['soul'],['muzieksoort ontstaan bij negers']
346,ontdekken,eng-30-02154508-v,ontdekken,,[],"['opsporen', 'detecteren', 'ontdekken', 'vinden']",['na zoeken ontdekken']
349,ontdekken,odwn-10-105383688-n,bewijsplaats,bewoordingen die bewijs leveren,['bewijsplaatsen vinden/ontdekken'],['bewijsplaats'],['bewoordingen die bewijs leveren']
350,ontdekken,eng-30-02128066-v,ontdekken,,[],"['onthullen', 'blootleggen', 'tot de ontdekking komen', 'ontdekken']",[]
351,ontdekken,odwn-10-108767604-v,ontdekken,,[],['ontdekken'],[]
352,ontdekken,vinding-n-2,vinding,het ontdekken,['de vinding van een schat'],[],[]
353,ontdekken,eng-30-09460312-n,spoor,"afdruk v.e. poot, voet, wiel op de grond","['geen spoor meer van iets kunnen ontdekken', 'er was geen spoor van hem te bekennen', 'een spoortje [ironie/licht]', 'sporen van geweldpleging', 'zonder ook maar een spoor van ongeduld bleef hij de vragen beantwoorden', 'een spoor van ongeduld', 'iemand/iets op het spoor komen', 'het spoor bijster zijn', 'uit het spoor raken', 'sporen uitwissen', 'iemands spoor volgen', 'een spoor(tje) (van) [ironie/spot] vertonen']",['spoor'],"['afdruk v.e. poot, voet, wiel op de grond']"
354,ontdekken,eng-30-04767347-n,regelmaat,vast tijdschema voor gebeurtenissen,"['hier heerst een vaste regelmaat', 'ik probeer regelmaat in haar gedrag te ontdekken', 'ergens regelmaat in ontdekken', 'met (voldoende) regelmaat']",['regelmaat'],['vast tijdschema voor gebeurtenissen']
356,ontdekken,eng-30-00721437-v,ontdekken,vinden wat verborgen is,"['wetenschappers vermoeden een tot op heden geheel onbekend zonnestelsel ontdekt te hebben', 'een tot op heden onbekend zonnestelsel ontdekken', 'Pierre en Marie Curie ontdekten het radium', 'het radium ontdekken', 'een fout ontdekken in een tekst', 'ontdekken dat hij spioneert', 'heb je al kunnen ontdekken of er een andere uitweg is?', 'ontdekken of er een uitweg is', 'ontdekken waarom een apparaat niet werkt', 'ontdekken dat de wereld niet vlak maar rond was', 'bij toeval de oorzaak van kraamvrouwenkoorts ontdekken']",['ontdekken'],['vinden wat verborgen is']
366,ontdekken,eng-30-00076196-n,taalfout,fout in taalgebruik,"['deze brief bevat zoveel taalfouten dat ik hem terzijde heb gelegd', 'een taalfout verbeteren', 'een taalfout ontdekken', 'een taalfout maken']","['vergissing', 'flater', 'blunder', 'taalfout']",['fout in taalgebruik']
367,ontdekken,odwn-10-102951676-v,herontdekken,opnieuw ontdekken,['een schilderij herontdekken'],['herontdekken'],['opnieuw ontdekken']
