target_term,entity_id,check
handicap,Q76745204,TRUE
handicap,Q76745214,TRUE
handicap,Q76763584,TRUE
handicap,Q77187860,TRUE
handicap,Q77191885,TRUE
handicap,Q77208394,TRUE
handicap,Q77212708,TRUE
handicap,Q77212710,TRUE
handicap,Q77212716,TRUE
handicap,Q77213109,TRUE
handicap,Q814499,TRUE
handicap,Q99898256,TRUE
handicap,Q99922866,TRUE
handicap,Q28867598,TRUE
handicap,Q61917525,TRUE
handicap,Q628615,TRUE
handicap,Q76670191,TRUE
handicap,Q7669399,TRUE
handicap,Q87930723,TRUE
handicap,Q29008446,TRUE
handicap,Q4810405,TRUE
handicap,Q66084320,TRUE
handicap,Q66328146,TRUE
homosexual,Q104969456,TRUE
homosexual,Q1065098,TRUE
homosexual,Q106634743,TRUE
homosexual,Q107297230,TRUE
homosexual,Q107297793,TRUE
homosexual,Q107568211,TRUE
homosexual,Q109660473,TRUE
homosexual,Q110271724,TRUE
homosexual,Q12512922,TRUE
homosexual,Q1348938,TRUE
homosexual,Q1507498,TRUE
homosexual,Q165371,TRUE
homosexual,Q16984765,TRUE
homosexual,Q18349935,TRUE
homosexual,Q1862618,TRUE
homosexual,Q18707361,TRUE
homosexual,Q1903815,TRUE
homosexual,Q20084108,TRUE
homosexual,Q2035068,TRUE
homosexual,Q206426,TRUE
homosexual,Q2253484,TRUE
homosexual,Q24707892,TRUE
homosexual,Q2517733,TRUE
homosexual,Q2536039,TRUE
homosexual,Q2880760,TRUE
homosexual,Q3139894,TRUE
homosexual,Q33487,TRUE
homosexual,Q3393441,TRUE
homosexual,Q5176572,TRUE
homosexual,Q56024389,TRUE
homosexual,Q5610496,TRUE
homosexual,Q5891541,TRUE
homosexual,Q5891754,TRUE
homosexual,Q592,TRUE
homosexual,Q6025128,TRUE
homosexual,Q64606627,TRUE
homosexual,Q6636,TRUE
homosexual,Q6818935,TRUE
homosexual,Q7091455,TRUE
homosexual,Q7169968,TRUE
homosexual,Q718858,TRUE
homosexual,Q767892,TRUE
homosexual,Q849216,TRUE
homosexual,Q853495,TRUE
homosexual,Q107327363,TRUE
homosexual,Q109517587,TRUE
homosexual,Q26253155,TRUE
homosexual,Q27899538,TRUE
homosexual,Q3753782,TRUE
homosexual,Q42711103,TRUE
immigrant,Q100583791,TRUE
immigrant,Q105332196,TRUE
immigrant,Q10536146,TRUE
immigrant,Q1351807,TRUE
immigrant,Q2271842,TRUE
immigrant,Q2979873,TRUE
immigrant,Q42335419,TRUE
immigrant,Q706601,TRUE
immigrant,Q83313094,TRUE
immigrant,Q104725239,TRUE
immigrant,Q104725813,TRUE
immigrant,Q104727543,TRUE
immigrant,Q104727544,TRUE
immigrant,Q104727577,TRUE
immigrant,Q104729884,TRUE
immigrant,Q104729953,TRUE
immigrant,Q4745593,TRUE
immigrant,Q5322559,TRUE
immigrant,Q64146095,TRUE
immigrant,Q7074469,TRUE
immigrant,Q7162374,TRUE
immigrant,Q93984784,TRUE
immigrant,Q104727585,TRUE
immigrant,Q104729139,TRUE
immigrant,Q104729242,TRUE
immigrant,Q104729662,TRUE
immigrant,Q104730763,TRUE
immigrant,Q104730870,TRUE
immigrant,Q104730913,TRUE
immigrant,Q30271691,TRUE
immigrant,Q3364587,TRUE
immigrant,Q41568568,TRUE
immigrant,Q59588340,TRUE
immigrant,Q63595372,TRUE
immigrant,Q6467209,TRUE
immigrant,Q80451134,TRUE
immigrant,Q104725798,TRUE
immigrant,Q104728683,TRUE
immigrant,Q104728866,TRUE
immigrant,Q104729356,TRUE
immigrant,Q104729758,TRUE
immigrant,Q104729950,TRUE
immigrant,Q104729988,TRUE
immigrant,Q104729989,TRUE
immigrant,Q4837019,TRUE
immigrant,Q64222464,TRUE
immigrant,Q104728460,TRUE
immigrant,Q104728685,TRUE
immigrant,Q104730987,TRUE
immigrant,Q54676139,TRUE
indian,Q1164,FALSE
indian,Q1177,FALSE
indian,Q1191,FALSE
indian,Q1230708,FALSE
indian,Q1363,FALSE
indian,Q1505,FALSE
indian,Q16556694,FALSE
indian,Q17324844,FALSE
indian,Q22424,FALSE
indian,Q642932,FALSE
indian,Q200119,FALSE
indian,Q207098,FALSE
indian,Q1707629,FALSE
indian,Q2350423,FALSE
indian,Q845332,FALSE
indian,Q57156502,FALSE
indian,Q15766572,TRUE
indian,Q1755154,TRUE
indian,Q465208,FALSE
indian,Q4805729,FALSE
indian,Q7906279,FALSE
indian,Q831768,FALSE
indian,Q4767988,FALSE
indian,Q57156537,FALSE
indian,Q56024687,FALSE
indian,Q464529,FALSE
indian,Q4808385,FALSE
indian,Q57156453,FALSE
indian,Q2280213,FALSE
indian,Q2724159,FALSE
indian,Q6771327,FALSE
indian,Q18763803,FALSE
indian,Q800173,FALSE
indian,Q862257,TRUE
indian,Q107158998,FALSE
indian,Q141646,TRUE
indian,Q15211471,TRUE
indian,Q1837190,FALSE
indian,Q13156121,FALSE
indian,Q15788446,FALSE
indian,Q2380124,TRUE
indian,Q2767647,FALSE
indian,Q3522623,FALSE
indian,Q12060726,FALSE
indian,Q16901316,FALSE
indian,Q43369838,FALSE
indian,Q108323382,TRUE
indian,Q108409195,FALSE
indian,Q3348002,FALSE
indian,Q6020487,FALSE
indigenous,Q10514237,TRUE
indigenous,Q12885585,TRUE
indigenous,Q1479328,TRUE
indigenous,Q16959480,TRUE
indigenous,Q2299416,TRUE
indigenous,Q2340395,TRUE
indigenous,Q301702,TRUE
indigenous,Q54801970,TRUE
indigenous,Q622728,TRUE
indigenous,Q7807358,TRUE
indigenous,Q905014,TRUE
indigenous,Q1121487,TRUE
indigenous,Q13475515,TRUE
indigenous,Q1661387,TRUE
indigenous,Q1886290,TRUE
indigenous,Q1978241,TRUE
indigenous,Q2065318,TRUE
indigenous,Q3245102,TRUE
indigenous,Q809707,TRUE
indigenous,Q1004875,TRUE
indigenous,Q928016,TRUE
indigenous,Q104861753,TRUE
indigenous,Q39091068,TRUE
indigenous,Q6024630,TRUE
indigenous,Q101978397,TRUE
indigenous,Q156791,TRUE
indigenous,Q1908845,TRUE
indigenous,Q48800218,TRUE
indigenous,Q5150532,TRUE
indigenous,Q63842440,TRUE
indigenous,Q65095921,TRUE
indigenous,Q102045742,TRUE
indigenous,Q107972118,TRUE
indigenous,Q108580685,TRUE
indigenous,Q15352850,TRUE
indigenous,Q25033862,TRUE
indigenous,Q8215379,TRUE
indigenous,Q8546651,TRUE
indigenous,Q8604553,TRUE
indigenous,Q101978369,TRUE
indigenous,Q48816909,TRUE
indigenous,Q8682183,TRUE
indigenous,Q109768500,TRUE
indigenous,Q8759429,TRUE
indigenous,Q101768384,TRUE
indigenous,Q106993448,TRUE
indigenous,Q21539270,TRUE
indigenous,Q48797829,TRUE
indigenous,Q71831599,TRUE
indigenous,Q8789295,TRUE
indo,Q1413128,TRUE
indo,Q33552,FALSE
indo,Q8508610,FALSE
indo,Q9240,FALSE
indo,Q3537122,FALSE
indo,Q8134588,FALSE
indo,Q85339333,FALSE
indo,Q104966361,FALSE
indo,Q107071963,TRUE
indo,Q4006441,TRUE
indo,Q106492957,TRUE
indo,Q107071746,TRUE
indo,Q107072344,TRUE
indo,Q107072498,TRUE
indo,Q107174683,FALSE
indo,Q107633982,FALSE
indo,Q108793349,TRUE
indo,Q106493917,FALSE
indo,Q107072966,TRUE
indo,Q109372574,TRUE
indo,Q110384353,TRUE
indo,Q105236234,TRUE
indo,Q106990368,TRUE
indo,Q107072845,TRUE
indo,Q109886150,FALSE
indo,Q38106131,TRUE
indo,Q60741209,FALSE
indo,Q97497064,TRUE
indo,Q106707347,FALSE
indo,Q107072149,TRUE
indo,Q109948221,TRUE
indo,Q109948290,FALSE
indo,Q32663753,TRUE
indo,Q104531681,TRUE
indo,Q104549390,TRUE
indo,Q105637474,TRUE
indo,Q108793350,TRUE
indo,Q109372628,TRUE
indo,Q109373190,TRUE
indo,Q89909239,TRUE
indo,Q106577183,FALSE
indo,Q106929943,FALSE
indo,Q107071937,TRUE
indo,Q107072758,TRUE
indo,Q107073076,TRUE
indo,Q107244960,TRUE
indo,Q38106097,TRUE
indo,Q107071888,TRUE
indo,Q38106080,TRUE
indo,Q46364139,FALSE
indo-european,Q107042253,TRUE
indo-european,Q107072013,TRUE
indo-european,Q107072209,TRUE
indo-european,Q107073127,TRUE
indo-european,Q107073169,TRUE
indo-european,Q107073299,TRUE
indo-european,Q107176972,TRUE
indo-european,Q107634306,TRUE
indo-european,Q107634349,TRUE
indo-european,Q108380340,TRUE
indo-european,Q109373602,TRUE
indo-european,Q22083815,TRUE
indo-european,Q7023757,TRUE
indo-european,Q9147248,TRUE
indo-european,Q100046479,TRUE
indo-european,Q105627488,TRUE
indo-european,Q106760649,TRUE
indo-european,Q106988659,TRUE
indo-european,Q107072981,TRUE
indo-european,Q107073009,TRUE
indo-european,Q107073235,TRUE
indo-european,Q108793713,TRUE
indo-european,Q108794657,TRUE
indo-european,Q109373061,TRUE
indo-european,Q55959308,TRUE
indo-european,Q104601147,TRUE
indo-european,Q104864441,TRUE
indo-european,Q105637474,TRUE
indo-european,Q107071903,TRUE
indo-european,Q107072356,TRUE
indo-european,Q107072855,TRUE
indo-european,Q107073186,TRUE
indo-european,Q107073344,TRUE
indo-european,Q108793785,TRUE
indo-european,Q31162075,TRUE
indo-european,Q32946961,TRUE
indo-european,Q33061634,TRUE
indo-european,Q102195432,TRUE
indo-european,Q106626967,TRUE
indo-european,Q106775393,TRUE
indo-european,Q107071828,TRUE
indo-european,Q107071991,TRUE
indo-european,Q107072115,TRUE
indo-european,Q107073118,TRUE
indo-european,Q107176631,TRUE
indo-european,Q107244960,TRUE
indo-european,Q108793102,TRUE
indo-european,Q108908681,TRUE
indo-european,Q65752582,TRUE
indo-european,Q96386505,TRUE
inuit,Q1032237,TRUE
inuit,Q105263807,TRUE
inuit,Q105742328,TRUE
inuit,Q106103279,TRUE
inuit,Q107480171,TRUE
inuit,Q1128374,TRUE
inuit,Q15068820,TRUE
inuit,Q16324987,TRUE
inuit,Q1723761,TRUE
inuit,Q2115189,TRUE
inuit,Q25355,TRUE
inuit,Q2714194,TRUE
inuit,Q27183,TRUE
inuit,Q27959146,TRUE
inuit,Q27990,TRUE
inuit,Q28070,TRUE
inuit,Q28341287,TRUE
inuit,Q28438463,TRUE
inuit,Q29921,TRUE
inuit,Q3200712,TRUE
inuit,Q3200713,TRUE
inuit,Q3347113,TRUE
inuit,Q3548231,TRUE
inuit,Q39113,TRUE
inuit,Q407371,TRUE
inuit,Q4570569,TRUE
inuit,Q4669210,TRUE
inuit,Q4674743,TRUE
inuit,Q55218141,TRUE
inuit,Q56033535,TRUE
inuit,Q58189519,TRUE
inuit,Q603749,TRUE
inuit,Q61483515,TRUE
inuit,Q62326831,TRUE
inuit,Q642019,TRUE
inuit,Q64513032,TRUE
inuit,Q646152,TRUE
inuit,Q719361,TRUE
inuit,Q7428697,TRUE
inuit,Q81595208,TRUE
inuit,Q8338226,TRUE
inuit,Q8552109,TRUE
inuit,Q8552115,TRUE
inuit,Q887850,TRUE
inuit,Q97958505,TRUE
inuit,Q104846812,TRUE
inuit,Q17036301,TRUE
inuit,Q6059247,TRUE
inuit,Q65089304,TRUE
inuit,Q8552116,TRUE
lgbt,Q115440,TRUE
lgbt,Q1286736,TRUE
lgbt,Q17900,TRUE
lgbt,Q51393,TRUE
lgbt,Q61641041,TRUE
lgbt,Q98966381,TRUE
lgbt,Q1280155,TRUE
lgbt,Q1472455,TRUE
lgbt,Q17003371,TRUE
lgbt,Q496438,TRUE
lgbt,Q106490183,TRUE
lgbt,Q108376836,TRUE
lgbt,Q778458,TRUE
lgbt,Q846389,TRUE
lgbt,Q898608,TRUE
lgbt,Q1144727,TRUE
lgbt,Q1281325,TRUE
lgbt,Q6103720,TRUE
lgbt,Q6457903,TRUE
lgbt,Q8578440,TRUE
lgbt,Q98605827,TRUE
lgbt,Q18148563,TRUE
lgbt,Q6923529,TRUE
lgbt,Q8578450,TRUE
lgbt,Q8578479,TRUE
lgbt,Q15267164,TRUE
lgbt,Q15267185,TRUE
lgbt,Q55959775,TRUE
lgbt,Q60527804,TRUE
lgbt,Q8284437,TRUE
lgbt,Q8578541,TRUE
lgbt,Q15267175,TRUE
lgbt,Q20161856,TRUE
lgbt,Q22330510,TRUE
lgbt,Q49785188,TRUE
lgbt,Q109877274,TRUE
lgbt,Q15267166,TRUE
lgbt,Q8436114,TRUE
lgbt,Q101238488,TRUE
lgbt,Q108106331,TRUE
lgbt,Q15267196,TRUE
lgbt,Q16815116,TRUE
lgbt,Q16815148,TRUE
lgbt,Q22330508,TRUE
lgbt,Q3271861,TRUE
lgbt,Q8578492,TRUE
lgbt,Q6457808,TRUE
lgbt,Q8216538,TRUE
lgbt,Q8578588,TRUE
lgbt,Q15267187,TRUE
madras,Q102232432,TRUE
madras,Q102307038,TRUE
madras,Q102366455,TRUE
madras,Q102376297,TRUE
madras,Q102393734,TRUE
madras,Q102394830,TRUE
madras,Q102399380,TRUE
madras,Q102399650,TRUE
madras,Q102422648,TRUE
madras,Q103046099,TRUE
madras,Q103334283,TRUE
madras,Q11917385,TRUE
madras,Q14956788,TRUE
madras,Q16206044,TRUE
madras,Q19893448,TRUE
madras,Q257382,TRUE
madras,Q286536,TRUE
madras,Q3276218,FALSE
madras,Q3524031,TRUE
madras,Q3532545,TRUE
madras,Q46996809,FALSE
madras,Q5125386,TRUE
madras,Q55883298,TRUE
madras,Q56811278,TRUE
madras,Q57832739,TRUE
madras,Q6022429,TRUE
madras,Q6828,TRUE
madras,Q7450007,TRUE
madras,Q96288700,TRUE
madras,Q98577846,TRUE
madras,Q102365834,TRUE
madras,Q102375707,TRUE
madras,Q102694341,TRUE
madras,Q106203952,TRUE
madras,Q106255262,TRUE
madras,Q106418663,TRUE
madras,Q107058554,TRUE
madras,Q55009979,TRUE
madras,Q65249231,TRUE
madras,Q6728534,TRUE
madras,Q73754552,TRUE
madras,Q73993165,TRUE
madras,Q7459976,TRUE
madras,Q74681250,TRUE
madras,Q7784765,TRUE
madras,Q94422008,TRUE
madras,Q106239748,TRUE
madras,Q7011000,TRUE
madras,Q71684631,FALSE
madras,Q95420800,TRUE
moor,Q14708039,FALSE
moor,Q2135721,FALSE
moor,Q439273,FALSE
moor,Q99845097,FALSE
moor,Q107862703,FALSE
moor,Q17643956,FALSE
moor,Q17674173,FALSE
moor,Q18704448,FALSE
moor,Q96250448,FALSE
moor,Q17645713,FALSE
moor,Q17663509,FALSE
moor,Q17671612,FALSE
moor,Q17650884,FALSE
moor,Q17662039,FALSE
moor,Q26441999,FALSE
moor,Q17644000,FALSE
moor,Q17648950,FALSE
moor,Q17664886,FALSE
moor,Q17673115,FALSE
moor,Q17674592,FALSE
moor,Q17676835,FALSE
moor,Q26442178,FALSE
moor,Q26442180,FALSE
moor,Q26534317,FALSE
moor,Q26583727,FALSE
moor,Q8730853,FALSE
moor,Q17662140,FALSE
moor,Q17674522,FALSE
moor,Q17675160,FALSE
moor,Q55961480,FALSE
moor,Q17670051,FALSE
moor,Q17673984,FALSE
moor,Q26401076,FALSE
moor,Q26460778,FALSE
moor,Q26602256,FALSE
moor,Q8725929,FALSE
moor,Q17663777,FALSE
moor,Q26655833,FALSE
moor,Q26677613,FALSE
moor,Q48994108,FALSE
moor,Q17646923,FALSE
moor,Q17674840,FALSE
moor,Q26442182,FALSE
moor,Q26520279,FALSE
moor,Q17674502,FALSE
moor,Q17676633,FALSE
moor,Q17676783,FALSE
moor,Q26393551,FALSE
moor,Q26444693,FALSE
moor,Q66138537,FALSE
mumbai,Q142617,TRUE
mumbai,Q175304,TRUE
mumbai,Q25842300,TRUE
mumbai,Q3539796,TRUE
mumbai,Q463526,TRUE
mumbai,Q6214732,TRUE
mumbai,Q6361552,TRUE
mumbai,Q6446148,TRUE
mumbai,Q6732924,TRUE
mumbai,Q7562862,TRUE
mumbai,Q30270452,TRUE
mumbai,Q4058307,TRUE
mumbai,Q6109965,TRUE
mumbai,Q65990703,TRUE
mumbai,Q79187440,TRUE
mumbai,Q8646073,TRUE
mumbai,Q5564131,TRUE
mumbai,Q65955599,TRUE
mumbai,Q65991425,TRUE
mumbai,Q66791673,TRUE
mumbai,Q73709303,TRUE
mumbai,Q7592185,TRUE
mumbai,Q110159655,TRUE
mumbai,Q61361722,TRUE
mumbai,Q65989566,TRUE
mumbai,Q65992735,TRUE
mumbai,Q66725983,TRUE
mumbai,Q66770026,TRUE
mumbai,Q66772489,TRUE
mumbai,Q69530304,TRUE
mumbai,Q4969909,TRUE
mumbai,Q65989707,TRUE
mumbai,Q65990411,TRUE
mumbai,Q66586567,TRUE
mumbai,Q72985468,TRUE
mumbai,Q73752674,TRUE
mumbai,Q66725980,TRUE
mumbai,Q98098988,TRUE
mumbai,Q17053943,TRUE
mumbai,Q6416211,TRUE
mumbai,Q65992680,TRUE
mumbai,Q66769267,TRUE
mumbai,Q66791567,TRUE
mumbai,Q66791971,TRUE
mumbai,Q71717164,TRUE
mumbai,Q71717169,TRUE
mumbai,Q73709214,TRUE
mumbai,Q73748097,TRUE
mumbai,Q8374120,TRUE
mumbai,Q85812552,TRUE
muslim,Q123559,TRUE
muslim,Q15731064,TRUE
muslim,Q189746,TRUE
muslim,Q2429803,TRUE
muslim,Q4171307,TRUE
muslim,Q430032,TRUE
muslim,Q4665472,TRUE
muslim,Q483654,TRUE
muslim,Q8655102,TRUE
muslim,Q94446644,TRUE
muslim,Q1402073,TRUE
muslim,Q2946899,TRUE
muslim,Q461786,TRUE
muslim,Q50812517,TRUE
muslim,Q66789549,TRUE
muslim,Q6942968,TRUE
muslim,Q99830200,TRUE
muslim,Q106732020,TRUE
muslim,Q19891461,TRUE
muslim,Q65345869,TRUE
muslim,Q8760475,TRUE
muslim,Q8956829,TRUE
muslim,Q13038784,TRUE
muslim,Q20419160,TRUE
muslim,Q64829925,TRUE
muslim,Q6943031,TRUE
muslim,Q8705537,TRUE
muslim,Q59585705,TRUE
muslim,Q64871293,TRUE
muslim,Q7067308,TRUE
muslim,Q59585607,TRUE
muslim,Q7309405,TRUE
muslim,Q30128117,TRUE
muslim,Q30128129,TRUE
muslim,Q64894895,TRUE
muslim,Q107350040,TRUE
muslim,Q65455752,TRUE
muslim,Q107039910,TRUE
muslim,Q24260070,TRUE
muslim,Q64845287,TRUE
muslim,Q8825505,TRUE
muslim,Q18749727,TRUE
muslim,Q19874646,TRUE
muslim,Q20989350,TRUE
muslim,Q60809872,TRUE
muslim,Q7067687,TRUE
muslim,Q30128113,TRUE
muslim,Q8451016,TRUE
muslim,Q107260921,TRUE
muslim,Q98139861,TRUE
métis,Q105343195,TRUE
métis,Q107574329,TRUE
métis,Q108075200,TRUE
métis,Q108672663,TRUE
métis,Q109320707,TRUE
métis,Q110068902,TRUE
métis,Q110513158,TRUE
métis,Q110513180,TRUE
métis,Q110519401,TRUE
métis,Q11702252,TRUE
métis,Q13285331,TRUE
métis,Q13315,TRUE
métis,Q141618,FALSE
métis,Q1506788,TRUE
métis,Q15647701,FALSE
métis,Q16211133,TRUE
métis,Q1683453,FALSE
métis,Q17634553,FALSE
métis,Q18149696,TRUE
métis,Q262457,TRUE
métis,Q29650246,FALSE
métis,Q3113451,FALSE
métis,Q392316,TRUE
métis,Q431487,FALSE
métis,Q4985779,TRUE
métis,Q5329188,TRUE
métis,Q5363255,TRUE
métis,Q5440262,TRUE
métis,Q5455015,TRUE
métis,Q5559997,TRUE
métis,Q6312266,TRUE
métis,Q6950139,TRUE
métis,Q6950140,TRUE
métis,Q6950142,TRUE
métis,Q6950144,TRUE
métis,Q6950147,TRUE
métis,Q6950149,TRUE
métis,Q6950150,FALSE
métis,Q7123346,TRUE
métis,Q7158488,TRUE
métis,Q7856433,TRUE
métis,Q7914227,TRUE
métis,Q8243703,TRUE
métis,Q8247324,TRUE
métis,Q8338289,TRUE
métis,Q8655879,TRUE
métis,Q98915068,FALSE
métis,Q98960639,FALSE
métis,Q43901330,TRUE
métis,Q6950146,TRUE
native,Q160894,TRUE
native,Q209148,TRUE
native,Q2486742,TRUE
native,Q33265,TRUE
native,Q33624,TRUE
native,Q459032,TRUE
native,Q4942634,TRUE
native,Q68518,TRUE
native,Q920084,TRUE
native,Q2641991,TRUE
native,Q5755662,TRUE
native,Q6441341,TRUE
native,Q104841747,TRUE
native,Q107138217,TRUE
native,Q108808000,TRUE
native,Q12639741,TRUE
native,Q3150076,TRUE
native,Q51099783,TRUE
native,Q9060109,TRUE
native,Q109108763,TRUE
native,Q3837980,TRUE
native,Q104641145,TRUE
native,Q4532621,TRUE
native,Q65653812,TRUE
native,Q1017481,TRUE
native,Q6979965,TRUE
native,Q104861818,TRUE
native,Q109419388,TRUE
native,Q49306,TRUE
native,Q5302330,TRUE
native,Q8667344,TRUE
native,Q100788628,FALSE
native,Q109325885,TRUE
native,Q12473477,TRUE
native,Q5507081,TRUE
native,Q6979984,FALSE
native,Q25096684,TRUE
native,Q5288074,TRUE
native,Q16810002,TRUE
native,Q66234369,TRUE
native,Q71267308,FALSE
native,Q8756476,TRUE
native,Q97501245,TRUE
native,Q63156268,TRUE
native,Q6992820,TRUE
native,Q87013310,TRUE
native,Q107055714,TRUE
native,Q66297346,TRUE
native,Q15255107,TRUE
native,Q85850773,TRUE
negro,Q110163958,TRUE
negro,Q1371594,TRUE
negro,Q86735,TRUE
negro,Q105095344,TRUE
negro,Q735469,TRUE
negro,Q105696141,TRUE
negro,Q109985469,FALSE
negro,Q13534615,TRUE
negro,Q4744576,TRUE
negro,Q4744577,TRUE
negro,Q6974567,TRUE
negro,Q7876340,FALSE
negro,Q27668340,FALSE
negro,Q56893358,FALSE
negro,Q59621283,FALSE
negro,Q27668211,FALSE
negro,Q6987602,TRUE
negro,Q107481398,TRUE
negro,Q109860357,TRUE
negro,Q16919752,FALSE
negro,Q27665865,FALSE
negro,Q30239240,TRUE
negro,Q4744575,TRUE
negro,Q6987576,TRUE
negro,Q73521760,FALSE
negro,Q78379130,TRUE
negro,Q97834951,TRUE
negro,Q19068604,TRUE
negro,Q19084426,TRUE
negro,Q67619088,TRUE
negro,Q39056887,TRUE
negro,Q62627314,TRUE
negro,Q108876813,FALSE
negro,Q42900341,FALSE
negro,Q5162555,TRUE
negro,Q66329043,TRUE
negro,Q80079698,TRUE
negro,Q105773150,TRUE
negro,Q5791665,FALSE
negro,Q6228817,TRUE
negro,Q67631574,TRUE
negro,Q104853706,TRUE
negro,Q42971767,FALSE
negro,Q66142092,TRUE
negro,Q43053091,FALSE
negro,Q109916305,TRUE
negro,Q42185813,TRUE
negro,Q7317702,TRUE
negro,Q80007707,FALSE
negro,Q7145376,TRUE
primitive,Q10879819,FALSE
primitive,Q11409498,TRUE
primitive,Q1188648,FALSE
primitive,Q13165863,TRUE
primitive,Q134313,TRUE
primitive,Q141637,FALSE
primitive,Q1663499,FALSE
primitive,Q17101798,TRUE
primitive,Q18556100,FALSE
primitive,Q18556103,FALSE
primitive,Q18556482,FALSE
primitive,Q23840367,FALSE
primitive,Q2817326,TRUE
primitive,Q29573198,TRUE
primitive,Q29888453,TRUE
primitive,Q30057362,TRUE
primitive,Q3542016,FALSE
primitive,Q4469739,FALSE
primitive,Q6453739,FALSE
primitive,Q6502413,FALSE
primitive,Q7837618,FALSE
primitive,Q835937,FALSE
primitive,Q848365,TRUE
primitive,Q979962,FALSE
primitive,Q1780522,FALSE
primitive,Q23841570,FALSE
primitive,Q23872438,FALSE
primitive,Q23876879,FALSE
primitive,Q30057509,TRUE
primitive,Q42193895,FALSE
primitive,Q42195502,TRUE
primitive,Q5509333,FALSE
primitive,Q55357576,TRUE
primitive,Q59547156,TRUE
primitive,Q77016043,FALSE
primitive,Q23869163,FALSE
primitive,Q23869209,FALSE
primitive,Q23884383,FALSE
primitive,Q51462654,TRUE
primitive,Q76442349,TRUE
primitive,Q77015825,TRUE
primitive,Q23856056,FALSE
primitive,Q3377803,TRUE
primitive,Q51509430,FALSE
primitive,Q58495126,TRUE
primitive,Q63818277,FALSE
primitive,Q64584179,TRUE
primitive,Q65575352,TRUE
primitive,Q75407326,TRUE
primitive,Q77015647,TRUE
queer,Q10318944,TRUE
queer,Q106634743,TRUE
queer,Q106837026,TRUE
queer,Q108165410,TRUE
queer,Q108281294,TRUE
queer,Q108603191,TRUE
queer,Q108747203,TRUE
queer,Q108748205,TRUE
queer,Q108816833,TRUE
queer,Q12964198,TRUE
queer,Q1563086,TRUE
queer,Q17064524,TRUE
queer,Q17625913,TRUE
queer,Q17884,TRUE
queer,Q19509201,TRUE
queer,Q2353191,TRUE
queer,Q339014,TRUE
queer,Q39056038,TRUE
queer,Q4824386,TRUE
queer,Q51389,TRUE
queer,Q5430996,TRUE
queer,Q60188079,TRUE
queer,Q60749582,TRUE
queer,Q62018250,TRUE
queer,Q6502543,TRUE
queer,Q65088015,TRUE
queer,Q658022,TRUE
queer,Q76270079,TRUE
queer,Q93494580,TRUE
queer,Q96655813,TRUE
queer,Q98929208,TRUE
queer,Q107297792,TRUE
queer,Q107523547,TRUE
queer,Q108281421,TRUE
queer,Q109266172,TRUE
queer,Q109336292,TRUE
queer,Q109336353,TRUE
queer,Q109497759,TRUE
queer,Q109532850,TRUE
queer,Q109607093,TRUE
queer,Q109742976,TRUE
queer,Q2256824,TRUE
queer,Q57074109,TRUE
queer,Q58459677,TRUE
queer,Q59748920,TRUE
queer,Q92560179,TRUE
queer,Q104833913,TRUE
queer,Q108077062,TRUE
queer,Q108802815,TRUE
queer,Q99521973,TRUE
race,Q1621322,TRUE
race,Q22633,TRUE
race,Q24286894,TRUE
race,Q47640757,FALSE
race,Q62928,TRUE
race,Q673687,FALSE
race,Q7129609,TRUE
race,Q766875,TRUE
race,Q989255,TRUE
race,Q1378555,TRUE
race,Q1515229,FALSE
race,Q16637287,FALSE
race,Q3233801,TRUE
race,Q3786468,TRUE
race,Q54933017,FALSE
race,Q55155349,FALSE
race,Q1485140,FALSE
race,Q252623,FALSE
race,Q2734958,FALSE
race,Q42381118,FALSE
race,Q55246165,FALSE
race,Q56550906,FALSE
race,Q16455611,FALSE
race,Q56651675,FALSE
race,Q87267425,FALSE
race,Q2330715,TRUE
race,Q55246190,FALSE
race,Q66481379,TRUE
race,Q8617711,TRUE
race,Q1191194,TRUE
race,Q55245670,FALSE
race,Q85945416,FALSE
race,Q3339004,FALSE
race,Q365143,TRUE
race,Q4167928,TRUE
race,Q4612119,FALSE
race,Q1970870,FALSE
race,Q5344455,FALSE
race,Q4608229,FALSE
race,Q20477323,FALSE
race,Q22953200,FALSE
race,Q63065067,FALSE
race,Q15052729,FALSE
race,Q55245711,FALSE
race,Q100474769,TRUE
race,Q629026,FALSE
race,Q67130225,FALSE
race,Q19878119,FALSE
race,Q25218239,FALSE
race,Q616554,FALSE
roma,Q12544,FALSE
roma,Q22722,FALSE
roma,Q31350139,FALSE
roma,Q3760158,FALSE
roma,Q708807,FALSE
roma,Q7361618,FALSE
roma,Q899409,FALSE
roma,Q1268283,TRUE
roma,Q1365830,TRUE
roma,Q181238,FALSE
roma,Q868494,FALSE
roma,Q938560,FALSE
roma,Q1050590,FALSE
roma,Q48203,FALSE
roma,Q879466,FALSE
roma,Q1365503,FALSE
roma,Q874969,FALSE
roma,Q117571,TRUE
roma,Q1204690,FALSE
roma,Q867825,FALSE
roma,Q873188,FALSE
roma,Q875042,FALSE
roma,Q584475,TRUE
roma,Q313030,FALSE
roma,Q877863,FALSE
roma,Q1147884,FALSE
roma,Q5652564,FALSE
roma,Q6013982,TRUE
roma,Q3624831,TRUE
roma,Q7361504,TRUE
roma,Q1760969,TRUE
roma,Q1202928,FALSE
roma,Q4451351,TRUE
roma,Q7279276,TRUE
roma,Q7361505,TRUE
roma,Q1139578,FALSE
