,term,URI,aat_bow,spacy_cs
398,indian,300343916,"['including', 'brasiliensis', 'wood', 'tabebuia', 'grained', 'tree', 'true', 'trade', 'derived', 'phyllostylon', 'boxwood', 'resemble', 'specie', 'pentaphylla', 'eucalyptus', 'lumber', 'general', 'close', 'term', 'several', 'used', 'west', 'genus', 'firm']",0.834
399,indian,300343916,"['including', 'brasiliensis', 'wood', 'tabebuia', 'grained', 'tree', 'true', 'trade', 'derived', 'phyllostylon', 'boxwood', 'resemble', 'specie', 'pentaphylla', 'eucalyptus', 'lumber', 'general', 'close', 'term', 'several', 'used', 'west', 'genus', 'firm']",0.834
400,indian,300012059,"['india', 'wood', 'specie', 'coromandel', 'even', 'hard', 'east', 'ebony', 'diospyros', 'melanoxylos', 'black', 'fine', 'heartwood', 'native', 'macassar', 'extremely']",0.727
401,indian,300265468,"['rock', 'south', 'sioux', 'sitting', 'húnkpapa', 'one', 'phrase', 'style', 'lakota', 'hunkpapa', 'reservation', 'majority', 'standing', 'reside', 'culture', 'alongside', 'branch', 'bull', 'north', 'fought', 'seven']",0.842
402,indian,300444975,"['century', 'subcontinent', 'mid', 'alupendra', 'culture', 'deccan', 'originated', 'dynasty']",0.699
403,indian,300018939,"['hallmark', 'persian', 'style', 'revival', 'architecture', 'central', 'mingling', 'northern', 'late', 'mid', 'indigenous', 'mughals', 'culture', 'emperor', 'period', 'islamic', 'india', 'describes', 'mughal', 'mogul']",0.799
404,indian,300018962,"['colonial', 'portuguese', 'belonging', 'colony', 'culture', 'style']",0.782
405,indian,300018969,"['revealing', 'placed', 'carved', 'regional', 'various', 'upward', 'pot', 'early', 'carried', 'developed', 'characterized', 'altar', 'top', 'topmost', 'corner', 'cubic', 'architectural', 'nāgara', 'offset', 'sixth', 'style', 'mean', 'contained', 'niche', 'form', 'also', 'architecture', 'word', 'multi', 'origin', 'bhadra', 'popular', 'refers', 'consecration', 'northern', 'tower', 'type', 'projecting', 'sometimes', 'possibly', 'cardinal', 'image', 'beginning', 'foliage', 'version', 'lustration', 'dikpalas', 'aryan', 'basic', 'literally', 'vertical', 'dieties', 'increasingly', 'spired', 'india', 'usually', 'uttaravedi', 'rchitectural', 'called', 'aryavarta', 'finial', 'guardian', 'north', 'curvilinear', 'indo', 'nagara', 'temple', 'latina', 'eleventh', 'crowning']",0.877
406,indian,300019036,"['series', 'deeply', 'pointed', 'raja', 'model', 'painting', 'rajput', 'school', 'romantic', 'artist', 'particularly', 'religious', 'phase', 'curved', 'level', 'background', 'style', 'speculated', 'intensity', 'eye', 'nihal', 'nose', 'century', 'state', 'princely', 'vallabhacarya', 'panoramic', 'fresh', 'central', 'krishna', 'refers', 'distinguished', 'credited', 'facial', 'achievement', 'singh', 'savant', 'kishangarn', 'type', 'somewhat', 'like', 'consisting', 'landscape', 'mid', 'formative', 'indebted', 'chin', 'often', 'reigned', 'continued', 'devout', 'important', 'lover', 'contemporary', 'individualistic', 'member', 'master', 'hair', 'patron', 'kishangarh', 'may', 'transmitting', 'poet', 'lower', 'illustrated', 'mughal', 'serpentine', 'associated', 'chand', 'visual', 'radha']",0.86
407,indian,300019168,"['relief', 'functional', 'first', 'early', 'city', 'symbolic', 'power', 'rapid', 'monument', 'century', 'evolved', 'motif', 'type', 'sandstone', 'coordination', 'interior', 'range', 'often', 'ground', 'typically', 'featuring', 'expansion', 'harshavarman', 'built', 'included', 'series', 'enclosure', 'mountain', 'banteay', 'figure', 'angkor', 'central', 'design', 'refers', 'legend', 'clinging', 'symbolizing', 'structure', 'hill', 'king', 'srei', 'fabric', 'cambodian', 'laterite', 'corbelled', 'sculpture', 'associated', 'temple', 'iii', 'summit', 'reign', 'sanctuary', 'based', 'depicting', 'style', 'koh', 'space', 'terrace', 'adorned', 'named', 'empire', 'distinct', 'ker', 'brick', 'khleangs', 'tympanum', 'dressed', 'thin', 'pyramid', 'construction', 'deity', 'group', 'half', 'characterized', 'level', 'architecture', 'generally', 'featured', 'image', 'foliage', 'late', 'housed', 'dimpled', 'terraced', 'period', 'quarter', 'example', 'second', 'youthful', 'ce', 'tenth']",0.847
408,indian,300113602,"['development', 'mary', 'characterized', 'restoration', 'influenced', 'appearance', 'architectural', 'france', 'english', 'roof', 'figure', 'style', 'baroque', 'form', 'pediment', 'taste', 'architecture', 'arrival', 'element', 'trend', 'exotic', 'column', 'include', 'motif', 'japanese', 'opulent', 'holland', 'art', 'import', 'hipped', 'british', 'william', 'culture', 'period', 'lacquer', 'spiral', 'veneered', 'artistic', 'significant', 'sculptural', 'decorative', 'walnut', 'ii', 'charles']",0.805
409,indian,300264379,"['korea', 'ceremonial', 'secular', 'century', 'two', 'genre', 'type', 'japan', 'light', 'resembles', 'pronunciation', 'instrumental', 'purely', 'mainly', 'aspect', 'kangen', 'typically', 'tang', 'solo', 'information', 'ancient', 'tradition', 'elegant', 'musical', 'asian', 'notation', 'derived', 'ya', 'chinese', 'stringed', 'komagaku', 'involve', 'include', 'refers', 'japanese', 'contains', 'instrument', 'national', 'wind', 'established', 'term', 'combination', 'togaku', 'major', 'differ', 'valuable', 'drum', 'north', 'shinto', 'gagaku', 'ritual', 'character', 'form', 'southeast', 'accompanying', 'imported', 'provides', 'court', 'became', 'shed', 'traditional', 'name', 'organized', 'bugaku', 'vocal', 'flute', 'lost', 'various', 'thus', 'plucked', 'china', 'part', 'main', 'surviving', 'performed', 'indigenous', 'music', 'imperial', 'called', 'performance', 'although', 'closely', 'dynasty']",0.907
410,indian,300446594,"['bharaṇa', 'architecture', 'fluted', 'part', 'smaller', 'column', 'bharani', 'top', 'finer', 'similar', 'bharaṇī']",0.681
411,indian,300386142,"['figural', 'angry', 'usage', 'sitting', 'pose', 'paryanka', 'represent', 'one', 'dance', 'leg', 'squatting', 'often', 'art', 'traditional', 'example', 'ardhaparyanka', 'ardhaparyaṅka', 'deity', 'ardha']",0.756
412,indian,300447056,"['bhitti', 'aṅga', 'referencing', 'division', 'uttara', 'principal', 'entablature', 'base', 'also', 'architecture', 'aṅgas', 'bhadra', 'horizontal', 'pratiratha', 'plan', 'vertical', 'karṇa', 'tala', 'adhiṣṭhāna', 'angas', 'temple', 'included', 'wall']",0.789
413,indian,300446890,"['architecture', 'minor', 'vimāna', 'main', 'bhadra', 'may', 'attached', 'ax', 'bhadravimana', 'bhadravimāna']",0.686
414,indian,300018880,"['relief', 'placed', 'shunga', 'belong', 'early', 'expense', 'painting', 'said', 'since', 'century', 'many', 'imply', 'continuum', 'unbroken', 'buddhist', 'buddhism', 'probably', 'relaxed', 'date', 'created', 'interior', 'often', 'garment', 'yaksha', 'thick', 'heavy', 'hall', 'consisted', 'may', 'commonly', 'bce', 'caitya', 'rock', 'extensive', 'left', 'work', 'depicted', 'whose', 'religious', 'figure', 'dominant', 'scene', 'decorated', 'include', 'refers', 'ghat', 'later', 'facade', 'found', 'cave', 'term', 'difference', 'bhaja', 'yakshi', 'settlement', 'sungas', 'culture', 'message', 'important', 'sculptural', 'sunga', 'becomes', 'decorative', 'bharhut', 'high', 'donated', 'western', 'polish', 'wooden', 'began', 'particularly', 'individual', 'style', 'iconography', 'eastern', 'pre', 'incorporated', 'addition', 'horseshoe', 'time', 'along', 'empire', 'gateway', 'railing', 'still', 'label', 'shaped', 'mauryas', 'name', 'patronage', 'stupa', 'overall', 'emphasis', 'earlier', 'arch', 'maurya', 'carved', 'monk', 'earliest', 'communication', 'overthrew', 'always', 'one', 'feature', 'part', 'surviving', 'generally', 'control', 'fold', 'like', 'cut', 'iconographic', 'art', 'decoration', 'pradesh', 'dieties', 'period', 'case', 'stiff', 'quarter', 'usually', 'identify', 'site', 'madhya', 'certain', 'living', 'dynasty']",0.896
415,indian,300018880,"['relief', 'placed', 'shunga', 'belong', 'early', 'expense', 'painting', 'said', 'since', 'century', 'many', 'imply', 'continuum', 'unbroken', 'buddhist', 'buddhism', 'probably', 'relaxed', 'date', 'created', 'interior', 'often', 'garment', 'yaksha', 'thick', 'heavy', 'hall', 'consisted', 'may', 'commonly', 'bce', 'caitya', 'rock', 'extensive', 'left', 'work', 'depicted', 'whose', 'religious', 'figure', 'dominant', 'scene', 'decorated', 'include', 'refers', 'ghat', 'later', 'facade', 'found', 'cave', 'term', 'difference', 'bhaja', 'yakshi', 'settlement', 'sungas', 'culture', 'message', 'important', 'sculptural', 'sunga', 'becomes', 'decorative', 'bharhut', 'high', 'donated', 'western', 'polish', 'wooden', 'began', 'particularly', 'individual', 'style', 'iconography', 'eastern', 'pre', 'incorporated', 'addition', 'horseshoe', 'time', 'along', 'empire', 'gateway', 'railing', 'still', 'label', 'shaped', 'mauryas', 'name', 'patronage', 'stupa', 'overall', 'emphasis', 'earlier', 'arch', 'maurya', 'carved', 'monk', 'earliest', 'communication', 'overthrew', 'always', 'one', 'feature', 'part', 'surviving', 'generally', 'control', 'fold', 'like', 'cut', 'iconographic', 'art', 'decoration', 'pradesh', 'dieties', 'period', 'case', 'stiff', 'quarter', 'usually', 'identify', 'site', 'madhya', 'certain', 'living', 'dynasty']",0.896
416,indian,300446258,"['bharaputraka', 'bhāravāhaka', 'support', 'architecture', 'supporting', 'feigning', 'bhāraputraka', 'molding', 'yakṣa', 'figure', 'form']",0.812
417,indian,300447205,"['aṅkura', 'architecture', 'art', 'decorative', 'motif', 'sprout', 'form']",0.613
418,indian,300447361,"['architecture', 'ardhārikā', 'area', 'floor', 'gṛhapiṇḍī', 'entablature', 'upper', 'cupola', 'ardharika', 'wall']",0.53
419,indian,300187539,"['rug', 'suttrangis', 'usually', 'made', 'woven', 'produced', 'cloth', 'carpet', 'durries', 'flat', 'cotton', 'type', 'dhurries', 'dhurrie']",0.454
420,indian,300187539,"['rug', 'suttrangis', 'usually', 'made', 'woven', 'produced', 'cloth', 'carpet', 'durries', 'flat', 'cotton', 'type', 'dhurries', 'dhurrie']",0.454
421,indian,300187539,"['rug', 'suttrangis', 'usually', 'made', 'woven', 'produced', 'cloth', 'carpet', 'durries', 'flat', 'cotton', 'type', 'dhurries', 'dhurrie']",0.454
422,indian,300212707,"['long', 'swahili', 'derived', 'trading', 'sail', 'bow', 'generally', 'rigged', 'european', 'along', 'variety', 'fuller', 'dhow', 'people', 'african', 'term', 'east', 'arabian', 'wide', 'watercraft', 'raking', 'lateen', 'used']",0.852
423,indian,300264541,"['padmasambhava', 'vajrayana', 'first', 'practice', 'order', 'work', 'original', 'school', 'largest', 'rnying', 'religious', 'nyingma', 'century', 'borrowed', 'origin', 'central', 'buddhism', 'bon', 'later', 'heretical', 'includes', 'emphasizes', 'sometimes', 'asia', 'distinct', 'indigenous', 'local', 'mystical', 'idea', 'scholarly', 'tibetan', 'trace', 'root', 'aspect', 'became', 'divinity', 'nyingmapa', 'india', 'master', 'teaching', 'tradition', 'called', 'second', 'tibet', 'claim', 'diffusion', 'pa', 'regarded', 'transmit', 'shamanistic', 'old', 'considered']",0.904
424,indian,300446805,"['found', 'architecture', 'north', 'śekharī', 'aṇḍaka', 'literally', 'spirelet', 'aṇḍa', 'temple', 'form']",0.805
425,indian,300389918,"['india', 'cinnamomum', 'used', 'bark', 'medicinal', 'tree', 'specie', 'malabathrum', 'aromatic', 'culinary', 'bhutan', 'nepal', 'leaf', 'bay', 'known', 'tamala', 'native']",0.703
426,indian,300389918,"['india', 'cinnamomum', 'used', 'bark', 'medicinal', 'tree', 'specie', 'malabathrum', 'aromatic', 'culinary', 'bhutan', 'nepal', 'leaf', 'bay', 'known', 'tamala', 'native']",0.703
427,indian,300375341,"['hardwood', 'timber', 'extracted', 'medicinal', 'tree', 'sitsal', 'java', 'dalbergia', 'blackwood', 'specie', 'rosewood', 'bombay', 'sonokeling', 'native', 'tannin', 'tip', 'bark', 'palisandre', 'island', 'foliage', 'himalaya', 'east', 'latifolia', 'sonobrits', 'palisander', 'beete', 'india', 'southern', 'used', 'satisal', 'black', 'fodder', 'source']",0.712
428,indian,300375341,"['hardwood', 'timber', 'extracted', 'medicinal', 'tree', 'sitsal', 'java', 'dalbergia', 'blackwood', 'specie', 'rosewood', 'bombay', 'sonokeling', 'native', 'tannin', 'tip', 'bark', 'palisandre', 'island', 'foliage', 'himalaya', 'east', 'latifolia', 'sonobrits', 'palisander', 'beete', 'india', 'southern', 'used', 'satisal', 'black', 'fodder', 'source']",0.712
429,indian,300375341,"['hardwood', 'timber', 'extracted', 'medicinal', 'tree', 'sitsal', 'java', 'dalbergia', 'blackwood', 'specie', 'rosewood', 'bombay', 'sonokeling', 'native', 'tannin', 'tip', 'bark', 'palisandre', 'island', 'foliage', 'himalaya', 'east', 'latifolia', 'sonobrits', 'palisander', 'beete', 'india', 'southern', 'used', 'satisal', 'black', 'fodder', 'source']",0.712
430,indian,300404331,"['good', 'powerful', 'known', 'demigod', 'zoroastrian', 'devas', 'text', 'asura', 'bad', 'vedic', 'buddhist', 'mythological', 'hindu', 'described', 'defined', 'being', 'superhuman', 'opposition', 'ahura']",0.765
431,indian,300018930,"['culture', 'style', 'islamic']",0.686
432,indian,300018930,"['culture', 'style', 'islamic']",0.686
433,indian,300380417,"['used', 'resin', 'incense', 'serrata', 'tree', 'specie', 'rajasthan', 'andhra', 'small', 'pradesh', 'salai', 'deciduous', 'madhya', 'native', 'frankincense', 'boswellia', 'noted']",0.757
434,indian,300008506,"['usually', 'state', 'single', 'government', 'tract', 'north', 'reserve', 'set', 'united', 'use', 'aside', 'american', 'native', 'reservation', 'one', 'land', 'u']",0.904
435,indian,300008506,"['usually', 'state', 'single', 'government', 'tract', 'north', 'reserve', 'set', 'united', 'use', 'aside', 'american', 'native', 'reservation', 'one', 'land', 'u']",0.904
436,indian,300008506,"['usually', 'state', 'single', 'government', 'tract', 'north', 'reserve', 'set', 'united', 'use', 'aside', 'american', 'native', 'reservation', 'one', 'land', 'u']",0.904
437,indian,300008506,"['usually', 'state', 'single', 'government', 'tract', 'north', 'reserve', 'set', 'united', 'use', 'aside', 'american', 'native', 'reservation', 'one', 'land', 'u']",0.904
438,indian,300008506,"['usually', 'state', 'single', 'government', 'tract', 'north', 'reserve', 'set', 'united', 'use', 'aside', 'american', 'native', 'reservation', 'one', 'land', 'u']",0.904
439,indian,300008506,"['usually', 'state', 'single', 'government', 'tract', 'north', 'reserve', 'set', 'united', 'use', 'aside', 'american', 'native', 'reservation', 'one', 'land', 'u']",0.904
440,indian,300447203,"['architecture', 'engaged', 'column', 'ardhakuḍya', 'ardhakudya', 'split']",0.663
441,indian,300447141,"['balikkalpura', 'screened', 'structure', 'architecture']",0.759
442,indian,300446677,"['articulated', 'ardhamaṇḍapa', 'hall', 'architecture', 'vimāna', 'tyically', 'south', 'half', 'ardhamandapa']",0.66
443,indian,300004878,"['shikaras', 'sikars', 'south', 'brahmacchandra', 'nāgara', 'roof', 'also', 'architecture', 'aṣṭāsra', 'wagon', 'tower', 'includes', 'sikhras', 'like', 'sikharas', 'sikhara', 'tapering', 'sabhākāra', 'vṛtta', 'rudracchanda', 'sikras', 'convex', 'bhūmija', 'cupola', 'case', 'apsidai', 'śālākāra', 'india', 'shikharas', 'usually', 'spire', 'superstructure', 'śikhara', 'viṣṇucchandra', 'north', 'curve', 'caturasra', 'drāviḍa', 'gajapṛṣṭha', 'dome', 'temple', 'śikharas', 'crowning']",0.711
444,indian,300449130,"['architecture', 'bakulamālā', 'art', 'garland', 'decorative', 'motif', 'bakula', 'bakulamala']",0.543
445,indian,300446676,"['ardharatna', 'architecture', 'art', 'half', 'decorative', 'diamond', 'motif', 'comprising', 'split']",0.647
446,indian,300012439,"['premium', 'wood', 'quality', 'furniture', 'java', 'dalbergia', 'veneer', 'blackwood', 'specie', 'rosewood', 'bombay', 'native', 'tip', 'island', 'himalaya', 'east', 'latifolia', 'india', 'southern', 'fragrant', 'used', 'make', 'decorative', 'musical', 'panelling']",0.76
447,indian,300012439,"['premium', 'wood', 'quality', 'furniture', 'java', 'dalbergia', 'veneer', 'blackwood', 'specie', 'rosewood', 'bombay', 'native', 'tip', 'island', 'himalaya', 'east', 'latifolia', 'india', 'southern', 'fragrant', 'used', 'make', 'decorative', 'musical', 'panelling']",0.76
448,indian,300012439,"['premium', 'wood', 'quality', 'furniture', 'java', 'dalbergia', 'veneer', 'blackwood', 'specie', 'rosewood', 'bombay', 'native', 'tip', 'island', 'himalaya', 'east', 'latifolia', 'india', 'southern', 'fragrant', 'used', 'make', 'decorative', 'musical', 'panelling']",0.76
449,indian,300013537,"['good', 'made', 'first', 'synthetically', 'early', 'shade', 'deep', 'hematite', 'product', 'dense', 'permanent', 'natural', 'ocher', 'refers', 'variety', 'purplish', 'stable', 'today', 'light', 'pigment', 'bright', 'often', 'strength', 'prepared', 'red', 'wide', 'venetian', 'iron', 'manufactured', 'colorant', 'mill', 'furnace', 'oxide', 'primary', 'ranging', 'earth', 'tinting', 'produce', 'steel']",0.756
450,indian,300013641,"['made', 'gulf', 'synthetically', 'persian', 'early', 'dense', 'permanent', 'caput', 'century', 'produced', 'mortum', 'ferric', 'pure', 'mortuum', 'pigment', 'color', 'composed', 'term', 'imported', 'obsolete', 'brick', 'red', 'iron', 'originally', 'mill', 'synthetic', 'used', 'name', 'oxide', 'opaque', 'earth', 'steel']",0.745
451,indian,300013641,"['made', 'gulf', 'synthetically', 'persian', 'early', 'dense', 'permanent', 'caput', 'century', 'produced', 'mortum', 'ferric', 'pure', 'mortuum', 'pigment', 'color', 'composed', 'term', 'imported', 'obsolete', 'brick', 'red', 'iron', 'originally', 'mill', 'synthetic', 'used', 'name', 'oxide', 'opaque', 'earth', 'steel']",0.745
452,indian,300013641,"['made', 'gulf', 'synthetically', 'persian', 'early', 'dense', 'permanent', 'caput', 'century', 'produced', 'mortum', 'ferric', 'pure', 'mortuum', 'pigment', 'color', 'composed', 'term', 'imported', 'obsolete', 'brick', 'red', 'iron', 'originally', 'mill', 'synthetic', 'used', 'name', 'oxide', 'opaque', 'earth', 'steel']",0.745
453,indian,300016843,['knoll'],0.035
454,indian,300017437,"['south', 'belong', 'use', 'narrowly', 'division', 'prefer', 'excluding', 'tribal', 'state', 'specie', 'many', 'central', 'general', 'refer', 'reserved', 'native', 'concept', 'human', 'canada', 'people', 'indigenous', 'term', 'america', 'specific', 'whenever', 'american', 'culture', 'possible', 'typically', 'eskimo', 'used', 'broader', 'mongoloid', 'widely', 'indie', 'north', 'west', 'united', 'group', 'considered']",0.998
455,indian,300017437,"['south', 'belong', 'use', 'narrowly', 'division', 'prefer', 'excluding', 'tribal', 'state', 'specie', 'many', 'central', 'general', 'refer', 'reserved', 'native', 'concept', 'human', 'canada', 'people', 'indigenous', 'term', 'america', 'specific', 'whenever', 'american', 'culture', 'possible', 'typically', 'eskimo', 'used', 'broader', 'mongoloid', 'widely', 'indie', 'north', 'west', 'united', 'group', 'considered']",0.998
456,indian,300017437,"['south', 'belong', 'use', 'narrowly', 'division', 'prefer', 'excluding', 'tribal', 'state', 'specie', 'many', 'central', 'general', 'refer', 'reserved', 'native', 'concept', 'human', 'canada', 'people', 'indigenous', 'term', 'america', 'specific', 'whenever', 'american', 'culture', 'possible', 'typically', 'eskimo', 'used', 'broader', 'mongoloid', 'widely', 'indie', 'north', 'west', 'united', 'group', 'considered']",0.998
457,indian,300017437,"['south', 'belong', 'use', 'narrowly', 'division', 'prefer', 'excluding', 'tribal', 'state', 'specie', 'many', 'central', 'general', 'refer', 'reserved', 'native', 'concept', 'human', 'canada', 'people', 'indigenous', 'term', 'america', 'specific', 'whenever', 'american', 'culture', 'possible', 'typically', 'eskimo', 'used', 'broader', 'mongoloid', 'widely', 'indie', 'north', 'west', 'united', 'group', 'considered']",0.998
458,indian,300265494,"['lake', 'historically', 'referring', 'tribe', 'particularly', 'kalispell', 'kalispel', 'style', 'area', 'salish', 'large', 'european', 'native', 'today', 'montana', 'shell', 'occupied', 'idaho', 'worn', 'american', 'washington', 'culture', 'oreille', 'member', 'confederated', 'kootenai', 'french', 'called', 'pend', 'arrived', 'north', 'recognized', 'earring', 'around']",0.884
459,indian,300019021,"['largely', 'painting', 'referred', 'school', 'divided', 'nevertheless', 'declined', 'influential', 'composition', 'figure', 'background', 'also', 'register', 'style', 'century', 'state', 'architecture', 'two', 'modern', 'bundelkhand', 'generally', 'central', 'space', 'well', 'showing', 'malwa', 'refers', 'archaistic', 'solid', 'brightly', 'type', 'stylistic', 'sometimes', 'miniature', 'rajasthani', 'color', 'designated', 'established', 'often', 'favored', 'described', 'conservative', 'painted', 'latter', 'neighboring', 'patch', 'primitive', 'dark', 'b', 'geographical', 'flat', 'madhya', 'mughal', 'centered', 'considered']",0.901
460,indian,300019021,"['largely', 'painting', 'referred', 'school', 'divided', 'nevertheless', 'declined', 'influential', 'composition', 'figure', 'background', 'also', 'register', 'style', 'century', 'state', 'architecture', 'two', 'modern', 'bundelkhand', 'generally', 'central', 'space', 'well', 'showing', 'malwa', 'refers', 'archaistic', 'solid', 'brightly', 'type', 'stylistic', 'sometimes', 'miniature', 'rajasthani', 'color', 'designated', 'established', 'often', 'favored', 'described', 'conservative', 'painted', 'latter', 'neighboring', 'patch', 'primitive', 'dark', 'b', 'geographical', 'flat', 'madhya', 'mughal', 'centered', 'considered']",0.901
461,indian,300018917,"['sena', 'school', 'pala', 'style']",0.457
462,indian,300206829,"['wood', 'tabala', 'small', 'pair', 'classical', 'one', 'modern', 'constitute', 'central', 'clay', 'instrument', 'handplayed', 'pakistan', 'like', 'tapering', 'consisting', 'kettledrum', 'bowl', 'tabla', 'body', 'bass', 'treble', 'important', 'bangladesh', 'india', 'asymmetrical', 'drum', 'tuned', 'north', 'round', 'cylinder', 'chromed']",0.726
463,indian,300446223,"['architecture', 'space', 'āditala', 'occupying', 'ground', 'bhūmitala']",0.731
464,indian,300447215,"['element', 'architecture', 'central', 'elevation', 'bhadraka', 'square', 'pillar', 'type', 'projection', 'plan']",0.78
465,indian,300264367,"['samaj', 'lost', 'practice', 'sought', 'original', 'division', 'influenced', 'theistic', 'rammohun', 'roy', 'return', 'believed', 'century', 'spirituality', 'convince', 'modern', 'part', 'brahmo', 'achievement', 'sati', 'quickly', 'christianity', 'purity', 'hindu', 'islam', 'much', 'continued', 'samāj', 'burning', 'rejection', 'widow', 'science', 'root', 'social', 'impressed', 'british', 'divine', 'important', 'apologist', 'member', 'society', 'reformer', 'idol', 'worship', 'emphasis', 'movement', 'brāma', 'western', 'reform', 'monotheism', 'dharma']",0.865
466,indian,300447236,"['aṅga', 'architecture', 'apportionment', 'elevation', 'division', 'vibhakti', 'plan']",0.769
467,indian,300446612,"['storeyed', 'architecture', 'catustala', 'four']",0.579
468,indian,300107847,"['latin', 'dominated', 'peru', 'early', 'sought', 'influential', 'formerly', 'whose', 'revitalize', 'region', 'aprismo', 'century', 'new', 'european', 'indigenismo', 'refers', 'indigenism', 'political', 'role', 'presidency', 'cßsrdenas', 'people', 'indigenous', 'rename', 'advocating', 'art', 'america', 'social', 'became', 'heritage', 'member', 'proposed', 'lßszaro', 'movement', 'revolutionary']",0.878
469,indian,300266134,"['house', 'south', 'early', 'dravidian', 'gōpuras', 'form', 'vimanas', 'incorporated', 'evolved', 'gopuran', 'general', 'gopuras', 'gopuram', 'tower', 'type', 'valabhī', 'gōpura', 'gateway', 'passageway', 'center', 'roofed', 'gopura', 'gate', 'śālā', 'barrel', 'temple', 'monumental']",0.737
470,indian,300018704,"['smooth', 'relief', 'regional', 'carved', 'convexity', 'stylized', 'various', 'chou', 'production', 'early', 'work', 'buddha', 'influenced', 'known', 'chinese', 'dolmen', 'philosophy', 'monument', 'expression', 'region', 'style', 'impassive', 'hinduism', 'blend', 'large', 'molded', 'pre', 'mainland', 'driven', 'sarcophagus', 'ornamental', 'feature', 'southeast', 'generally', 'architecture', 'indonesia', 'refers', 'buddhism', 'mound', 'reflecting', 'imitate', 'mask', 'complex', 'lack', 'animal', 'human', 'ornamentation', 'intricate', 'consisting', 'terraced', 'ear', 'menhir', 'plane', 'culture', 'indonesian', 'burial', 'shape', 'stone', 'bronze', 'drum', 'skull', 'sculptural', 'han', 'flange', 'sculpture', 'temple', 'megalithic', 'asian', 'tjandis']",0.85
471,indian,300343939,"['common', 'wood', 'specie', 'indica', 'himalayan', 'aesculus', 'chestnut', 'horse']",0.645
472,indian,300446597,"['child', 'art', 'vidyādhara', 'flying', 'riding', 'bāla', 'figure', 'representing']",0.676
473,indian,300204035,"['india', 'pagoda', 'wallpaper', 'century', 'term', 'imported', 'chinese', 'paper', 'wall']",0.689
474,indian,300204035,"['india', 'pagoda', 'wallpaper', 'century', 'term', 'imported', 'chinese', 'paper', 'wall']",0.689
475,indian,300211114,"['wooden', 'bottle', 'swung', 'arm', 'metal', 'shaped', 'club', 'originally']",0.39
476,indian,300211114,"['wooden', 'bottle', 'swung', 'arm', 'metal', 'shaped', 'club', 'originally']",0.39
477,indian,300211114,"['wooden', 'bottle', 'swung', 'arm', 'metal', 'shaped', 'club', 'originally']",0.39
478,indian,300211114,"['wooden', 'bottle', 'swung', 'arm', 'metal', 'shaped', 'club', 'originally']",0.39
479,indian,300211114,"['wooden', 'bottle', 'swung', 'arm', 'metal', 'shaped', 'club', 'originally']",0.39
480,indian,300245465,"['turkoman', 'medallion', 'geometric', 'overall', 'west', 'carpet', 'indo', 'interpretation', 'textile', 'repeating', 'region', 'typically', 'historic', 'turkestani', 'style']",0.824
481,indian,300000329,"['common', 'house', 'pueblo', 'distinguished', 'dwelling', 'complex', 'multiroom', 'mesa', 'often', 'among', 'cliff', 'location', 'culture', 'multistory', 'housing', 'agglutinated', 'southwestern', 'built', 'united', 'certain']",0.898
482,indian,300404631,"['used', 'hindi', 'sanskrit', 'devanagari', 'alphabet']",0.552
483,indian,300017641,"['referred', 'tribe', 'confused', 'blood', 'piegan', 'another', 'proper', 'also', 'kainah', 'blackfoot', 'refers', 'northern', 'three', 'plain', 'comprising', 'speaking', 'sihasapa', 'montana', 'often', 'culture', 'algonkin', 'related', 'alberta', 'pikuni', 'siksika', 'algonkian', 'group', 'closely']",0.929
484,indian,300374898,"['common', 'pointed', 'elevation', 'spike', 'attractive', 'nepal', 'aesculus', 'bottlebrush', 'introduced', 'horse', 'specie', 'slender', 'indica', 'many', 'park', 'leaflet', 'isle', 'feathery', 'british', 'flower', 'kashmir', 'himalayan', 'western', 'popular', 'chestnut']",0.809
485,indian,300386167,"['including', 'made', 'ritual', 'religious', 'washed', 'ceremony', 'fuel', 'milk', 'ghī', 'hindu', 'image', 'food', 'wedding', 'clarified', 'almost', 'butter', 'giving', 'used', 'holy', 'ghi', 'initiation', 'rite', 'birth', 'ghee', 'deity', 'gift', 'staple']",0.69
486,indian,300386660,"['element', 'architecture', 'building', 'temple', 'religious', 'fixture']",0.779
487,indian,300386660,"['element', 'architecture', 'building', 'temple', 'religious', 'fixture']",0.779
488,indian,300386660,"['element', 'architecture', 'building', 'temple', 'religious', 'fixture']",0.779
489,indian,300386660,"['element', 'architecture', 'building', 'temple', 'religious', 'fixture']",0.779
490,indian,300447080,"['south', 'kampa', 'rectangular', 'architecture']",0.662
491,indian,300446587,"['rayed', 'architecture', 'compising', 'art', 'small', 'decorative', 'motif', 'bakula']",0.606
